SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
L07;1/05/2003;106;8;All Out
L06;1/05/2003;420;18;All Out
L05;1/05/2003;142;10;All Out
L04;1/05/2003;110;4;All Out
L03;1/05/2003;334;16;All Out
L02;1/05/2003;130;16;All Out
L01;1/05/2003;146;17;All Out
CC02;1/05/2003;149;3;All Out
CC01;1/05/2003;169;5;All Out
CB01;1/05/2003;184;8;All Out
C14;1/05/2003;161;3;All Out
C13;1/05/2003;449;20;All Out
C12;1/05/2003;273;19;All Out
C11;1/05/2003;235;13;All Out
C10;1/05/2003;115;12;All Out
B06;1/05/2003;438;19;All Out
B05;1/05/2003;392;18;All Out
B04;1/05/2003;171;8;All Out
B03;1/05/2003;487;4;All Out
B02;1/05/2003;268;16;All Out
B01;1/05/2003;210;4;All Out
L07;1/06/2003;393;14;All Out
L06;1/06/2003;252;13;All Out
L05;1/06/2003;493;13;All Out
L04;1/06/2003;151;8;All Out
L03;1/06/2003;233;13;All Out
L02;1/06/2003;313;2;All Out
L01;1/06/2003;233;2;All Out
CC02;1/06/2003;318;9;All Out
CC01;1/06/2003;149;7;All Out
CB01;1/06/2003;264;20;All Out
C14;1/06/2003;203;13;All Out
C13;1/06/2003;123;16;All Out
C12;1/06/2003;394;17;All Out
C11;1/06/2003;255;6;All Out
C10;1/06/2003;418;3;All Out
B06;1/06/2003;328;9;All Out
B05;1/06/2003;250;14;All Out
B04;1/06/2003;216;18;All Out
B03;1/06/2003;116;5;All Out
B02;1/06/2003;295;20;All Out
B01;1/06/2003;298;7;All Out
L07;1/07/2003;302;12;All Out
L06;1/07/2003;437;6;All Out
L05;1/07/2003;426;16;All Out
L04;1/07/2003;442;7;All Out
L03;1/07/2003;418;4;All Out
L02;1/07/2003;225;17;All Out
L01;1/07/2003;450;9;All Out
CC02;1/07/2003;120;12;All Out
CC01;1/07/2003;488;3;All Out
CB01;1/07/2003;199;11;All Out
C14;1/07/2003;493;3;All Out
C13;1/07/2003;482;8;All Out
C12;1/07/2003;409;14;All Out
C11;1/07/2003;220;13;All Out
C10;1/07/2003;402;10;All Out
B06;1/07/2003;490;18;All Out
B05;1/07/2003;454;9;All Out
B04;1/07/2003;474;20;All Out
B03;1/07/2003;184;18;All Out
B02;1/07/2003;128;15;All Out
B01;1/07/2003;481;5;All Out
L07;1/08/2003;102;18;All Out
L06;1/08/2003;289;14;All Out
L05;1/08/2003;461;3;All Out
L04;1/08/2003;484;6;All Out
L03;1/08/2003;325;17;All Out
L02;1/08/2003;484;2;All Out
L01;1/08/2003;244;9;All Out
CC02;1/08/2003;133;12;All Out
CC01;1/08/2003;384;10;All Out
CB01;1/08/2003;190;4;All Out
C14;1/08/2003;469;14;All Out
C13;1/08/2003;180;9;All Out
C12;1/08/2003;456;8;All Out
C11;1/08/2003;370;15;All Out
C10;1/08/2003;142;20;All Out
B06;1/08/2003;253;4;All Out
B05;1/08/2003;149;15;All Out
B04;1/08/2003;276;3;All Out
B03;1/08/2003;345;13;All Out
B02;1/08/2003;348;2;All Out
B01;1/08/2003;109;17;All Out
L07;1/09/2003;351;13;All Out
L06;1/09/2003;241;17;All Out
L05;1/09/2003;406;18;All Out
L04;1/09/2003;192;10;All Out
L03;1/09/2003;127;16;All Out
L02;1/09/2003;123;2;All Out
L01;1/09/2003;237;3;All Out
CC02;1/09/2003;379;2;All Out
CC01;1/09/2003;495;8;All Out
CB01;1/09/2003;230;12;All Out
C14;1/09/2003;264;20;All Out
C13;1/09/2003;100;4;All Out
C12;1/09/2003;479;20;All Out
C11;1/09/2003;427;16;All Out
C10;1/09/2003;465;12;All Out
B06;1/09/2003;487;14;All Out
B05;1/09/2003;483;8;All Out
B04;1/09/2003;203;17;All Out
B03;1/09/2003;397;2;All Out
B02;1/09/2003;396;13;All Out
B01;1/09/2003;226;13;All Out
L07;1/10/2003;445;12;All Out
L06;1/10/2003;241;2;All Out
L05;1/10/2003;343;5;All Out
L04;1/10/2003;224;11;All Out
L03;1/10/2003;393;7;All Out
L02;1/10/2003;434;5;All Out
L01;1/10/2003;345;10;All Out
CC02;1/10/2003;235;18;All Out
CC01;1/10/2003;370;9;All Out
CB01;1/10/2003;349;16;All Out
C14;1/10/2003;346;11;All Out
C13;1/10/2003;462;17;All Out
C12;1/10/2003;369;19;All Out
C11;1/10/2003;254;5;All Out
C10;1/10/2003;276;5;All Out
B06;1/10/2003;233;15;All Out
B05;1/10/2003;424;17;All Out
B04;1/10/2003;210;10;All Out
B03;1/10/2003;307;9;All Out
B02;1/10/2003;171;7;All Out
B01;1/10/2003;226;20;All Out
L07;1/11/2003;383;7;All Out
L06;1/11/2003;173;11;All Out
L05;1/11/2003;149;15;All Out
L04;1/11/2003;350;12;All Out
L03;1/11/2003;373;4;All Out
L02;1/11/2003;495;14;All Out
L01;1/11/2003;104;12;All Out
CC02;1/11/2003;112;8;All Out
CC01;1/11/2003;237;8;All Out
CB01;1/11/2003;440;13;All Out
C14;1/11/2003;365;7;All Out
C13;1/11/2003;449;14;All Out
C12;1/11/2003;101;2;All Out
C11;1/11/2003;158;11;All Out
C10;1/11/2003;216;5;All Out
B06;1/11/2003;407;14;All Out
B05;1/11/2003;227;9;All Out
B04;1/11/2003;319;18;All Out
B03;1/11/2003;385;18;All Out
B02;1/11/2003;285;16;All Out
B01;1/11/2003;233;7;All Out
L07;1/12/2003;396;2;All Out
L06;1/12/2003;461;13;All Out
L05;1/12/2003;241;10;All Out
L04;1/12/2003;328;19;All Out
L03;1/12/2003;243;4;All Out
L02;1/12/2003;239;4;All Out
L01;1/12/2003;326;15;All Out
CC02;1/12/2003;255;18;All Out
CC01;1/12/2003;359;19;All Out
CB01;1/12/2003;245;12;All Out
C14;1/12/2003;335;19;All Out
C13;1/12/2003;359;8;All Out
C12;1/12/2003;181;14;All Out
C11;1/12/2003;483;11;All Out
C10;1/12/2003;394;10;All Out
B06;1/12/2003;321;2;All Out
B05;1/12/2003;369;8;All Out
B04;1/12/2003;440;4;All Out
B03;1/12/2003;175;9;All Out
B02;1/12/2003;260;17;All Out
B01;1/12/2003;172;4;All Out
