SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
B02;1/05/2010;266;14;All Out
B01;1/05/2010;283;7;All Out
L07;1/06/2010;384;17;All Out
L06;1/06/2010;360;6;All Out
L05;1/06/2010;381;18;All Out
L04;1/06/2010;202;3;All Out
L03;1/06/2010;445;4;All Out
L02;1/06/2010;240;9;All Out
L01;1/06/2010;374;6;All Out
CC02;1/06/2010;185;19;All Out
CC01;1/06/2010;281;6;All Out
CB01;1/06/2010;183;17;All Out
C14;1/06/2010;356;8;All Out
C13;1/06/2010;215;10;All Out
C12;1/06/2010;303;11;All Out
C11;1/06/2010;450;14;All Out
C10;1/06/2010;446;6;All Out
B06;1/06/2010;465;4;All Out
B05;1/06/2010;280;2;All Out
B04;1/06/2010;187;4;All Out
B03;1/06/2010;146;13;All Out
B02;1/06/2010;349;16;All Out
B01;1/06/2010;176;17;All Out
L07;1/07/2010;472;20;All Out
L06;1/07/2010;168;11;All Out
L05;1/07/2010;224;12;All Out
L04;1/07/2010;353;11;All Out
L03;1/07/2010;108;14;All Out
L02;1/07/2010;377;7;All Out
L01;1/07/2010;487;10;All Out
CC02;1/07/2010;185;7;All Out
CC01;1/07/2010;211;13;All Out
CB01;1/07/2010;487;14;All Out
C14;1/07/2010;338;10;All Out
C13;1/07/2010;330;2;All Out
C12;1/07/2010;223;5;All Out
C11;1/07/2010;371;12;All Out
C10;1/07/2010;455;14;All Out
B06;1/07/2010;339;17;All Out
B05;1/07/2010;336;18;All Out
B04;1/07/2010;462;13;All Out
B03;1/07/2010;428;19;All Out
B02;1/07/2010;209;3;All Out
B01;1/07/2010;214;8;All Out
L07;1/08/2010;429;19;All Out
L06;1/08/2010;227;6;All Out
L05;1/08/2010;247;18;All Out
L04;1/08/2010;478;9;All Out
L03;1/08/2010;147;10;All Out
L02;1/08/2010;294;7;All Out
L01;1/08/2010;400;15;All Out
CC02;1/08/2010;429;10;All Out
CC01;1/08/2010;419;9;All Out
CB01;1/08/2010;333;10;All Out
C14;1/08/2010;183;13;All Out
C13;1/08/2010;422;8;All Out
C12;1/08/2010;191;2;All Out
C11;1/08/2010;195;14;All Out
C10;1/08/2010;351;12;All Out
B06;1/08/2010;352;6;All Out
B05;1/08/2010;471;11;All Out
B04;1/08/2010;241;16;All Out
B03;1/08/2010;329;18;All Out
B02;1/08/2010;471;15;All Out
B01;1/08/2010;475;7;All Out
L07;1/09/2010;151;11;All Out
L06;1/09/2010;188;7;All Out
L05;1/09/2010;259;14;All Out
L04;1/09/2010;237;4;All Out
L03;1/09/2010;117;15;All Out
L02;1/09/2010;229;16;All Out
L01;1/09/2010;286;15;All Out
CC02;1/09/2010;121;19;All Out
CC01;1/09/2010;488;6;All Out
CB01;1/09/2010;126;7;All Out
C14;1/09/2010;430;17;All Out
C13;1/09/2010;334;17;All Out
C12;1/09/2010;458;16;All Out
C11;1/09/2010;120;4;All Out
C10;1/09/2010;214;12;All Out
B06;1/09/2010;141;3;All Out
B05;1/09/2010;446;7;All Out
B04;1/09/2010;342;17;All Out
B03;1/09/2010;212;19;All Out
B02;1/09/2010;211;17;All Out
B01;1/09/2010;312;4;All Out
L07;1/10/2010;185;5;All Out
L06;1/10/2010;498;11;All Out
L05;1/10/2010;434;11;All Out
L04;1/10/2010;261;20;All Out
L03;1/10/2010;308;3;All Out
L02;1/10/2010;422;12;All Out
L01;1/10/2010;397;20;All Out
CC02;1/10/2010;479;6;All Out
CC01;1/10/2010;149;17;All Out
CB01;1/10/2010;226;5;All Out
C14;1/10/2010;462;9;All Out
C13;1/10/2010;479;16;All Out
C12;1/10/2010;366;2;All Out
C11;1/10/2010;331;9;All Out
C10;1/10/2010;412;20;All Out
B06;1/10/2010;362;4;All Out
B05;1/10/2010;141;14;All Out
B04;1/10/2010;189;2;All Out
B03;1/10/2010;127;7;All Out
B02;1/10/2010;151;4;All Out
B01;1/10/2010;432;5;All Out
L07;1/11/2010;132;9;All Out
L06;1/11/2010;449;9;All Out
L05;1/11/2010;123;3;All Out
L04;1/11/2010;342;13;All Out
L03;1/11/2010;137;7;All Out
L02;1/11/2010;447;19;All Out
L01;1/11/2010;122;6;All Out
CC02;1/11/2010;392;12;All Out
CC01;1/11/2010;379;18;All Out
CB01;1/11/2010;190;20;All Out
C14;1/11/2010;416;16;All Out
C13;1/11/2010;346;12;All Out
C12;1/11/2010;284;6;All Out
C11;1/11/2010;411;5;All Out
C10;1/11/2010;495;7;All Out
B06;1/11/2010;491;10;All Out
B05;1/11/2010;265;16;All Out
B04;1/11/2010;101;18;All Out
B03;1/11/2010;176;5;All Out
B02;1/11/2010;111;12;All Out
B01;1/11/2010;192;19;All Out
L07;1/12/2010;176;19;All Out
L06;1/12/2010;223;15;All Out
L05;1/12/2010;163;12;All Out
L04;1/12/2010;327;9;All Out
L03;1/12/2010;335;16;All Out
L02;1/12/2010;163;14;All Out
L01;1/12/2010;447;7;All Out
CC02;1/12/2010;309;3;All Out
CC01;1/12/2010;256;15;All Out
CB01;1/12/2010;198;10;All Out
C14;1/12/2010;167;7;All Out
C13;1/12/2010;225;15;All Out
C12;1/12/2010;336;15;All Out
C11;1/12/2010;176;10;All Out
C10;1/12/2010;499;18;All Out
B06;1/12/2010;455;11;All Out
B05;1/12/2010;312;3;All Out
B04;1/12/2010;259;8;All Out
B03;1/12/2010;427;10;All Out
B02;1/12/2010;147;7;All Out
B01;1/12/2010;258;9;All Out
