SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
L01;1/10/2007;256;8;All Out
CC02;1/10/2007;280;6;All Out
CC01;1/10/2007;438;4;All Out
CB01;1/10/2007;460;16;All Out
C14;1/10/2007;368;9;All Out
C13;1/10/2007;120;3;All Out
C12;1/10/2007;308;3;All Out
C11;1/10/2007;291;4;All Out
C10;1/10/2007;236;17;All Out
B06;1/10/2007;241;5;All Out
B05;1/10/2007;358;14;All Out
B04;1/10/2007;184;4;All Out
B03;1/10/2007;471;10;All Out
B02;1/10/2007;267;6;All Out
B01;1/10/2007;123;8;All Out
L07;1/11/2007;312;9;All Out
L06;1/11/2007;395;6;All Out
L05;1/11/2007;283;14;All Out
L04;1/11/2007;216;20;All Out
L03;1/11/2007;405;6;All Out
L02;1/11/2007;461;13;All Out
L01;1/11/2007;198;10;All Out
CC02;1/11/2007;343;8;All Out
CC01;1/11/2007;264;17;All Out
CB01;1/11/2007;333;4;All Out
C14;1/11/2007;251;5;All Out
C13;1/11/2007;296;18;All Out
C12;1/11/2007;424;17;All Out
C11;1/11/2007;474;14;All Out
C10;1/11/2007;302;11;All Out
B06;1/11/2007;343;9;All Out
B05;1/11/2007;334;5;All Out
B04;1/11/2007;289;17;All Out
B03;1/11/2007;450;7;All Out
B02;1/11/2007;291;14;All Out
B01;1/11/2007;438;9;All Out
L07;1/12/2007;376;13;All Out
L06;1/12/2007;321;9;All Out
L05;1/12/2007;447;6;All Out
L04;1/12/2007;324;7;All Out
L03;1/12/2007;118;14;All Out
L02;1/12/2007;203;14;All Out
L01;1/12/2007;247;17;All Out
CC02;1/12/2007;187;12;All Out
CC01;1/12/2007;293;12;All Out
CB01;1/12/2007;267;5;All Out
C14;1/12/2007;103;11;All Out
C13;1/12/2007;319;13;All Out
C12;1/12/2007;102;10;All Out
C11;1/12/2007;208;4;All Out
C10;1/12/2007;104;4;All Out
B06;1/12/2007;187;11;All Out
B05;1/12/2007;393;3;All Out
B04;1/12/2007;211;15;All Out
B03;1/12/2007;112;17;All Out
B02;1/12/2007;345;13;All Out
B01;1/12/2007;183;14;All Out
