SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
B05;1/03/2012;176;4;All Out
B04;1/03/2012;313;13;All Out
B03;1/03/2012;349;12;All Out
B02;1/03/2012;462;18;All Out
B01;1/03/2012;316;14;All Out
L07;1/04/2012;120;13;All Out
L06;1/04/2012;364;17;All Out
L05;1/04/2012;370;15;All Out
L04;1/04/2012;335;16;All Out
L03;1/04/2012;450;3;All Out
L02;1/04/2012;259;4;All Out
L01;1/04/2012;131;16;All Out
CC02;1/04/2012;488;16;All Out
CC01;1/04/2012;307;4;All Out
CB01;1/04/2012;335;4;All Out
C14;1/04/2012;326;12;All Out
C13;1/04/2012;194;13;All Out
C12;1/04/2012;412;20;All Out
C11;1/04/2012;140;7;All Out
C10;1/04/2012;465;7;All Out
B06;1/04/2012;269;20;All Out
B05;1/04/2012;347;19;All Out
B04;1/04/2012;334;14;All Out
B03;1/04/2012;460;6;All Out
B02;1/04/2012;105;4;All Out
B01;1/04/2012;159;2;All Out
L07;1/05/2012;441;17;All Out
L06;1/05/2012;155;16;All Out
L05;1/05/2012;262;13;All Out
L04;1/05/2012;134;19;All Out
L03;1/05/2012;411;6;All Out
L02;1/05/2012;423;20;All Out
L01;1/05/2012;119;13;All Out
CC02;1/05/2012;128;14;All Out
CC01;1/05/2012;421;14;All Out
CB01;1/05/2012;256;20;All Out
C14;1/05/2012;469;14;All Out
C13;1/05/2012;428;3;All Out
C12;1/05/2012;178;12;All Out
C11;1/05/2012;129;5;All Out
C10;1/05/2012;384;9;All Out
B06;1/05/2012;394;9;All Out
B05;1/05/2012;224;10;All Out
B04;1/05/2012;310;18;All Out
B03;1/05/2012;396;2;All Out
B02;1/05/2012;222;5;All Out
B01;1/05/2012;440;2;All Out
L07;1/06/2012;387;9;All Out
L06;1/06/2012;489;10;All Out
L05;1/06/2012;232;16;All Out
L04;1/06/2012;209;19;All Out
L03;1/06/2012;181;3;All Out
L02;1/06/2012;109;12;All Out
L01;1/06/2012;327;4;All Out
CC02;1/06/2012;453;6;All Out
CC01;1/06/2012;270;8;All Out
CB01;1/06/2012;104;17;All Out
C14;1/06/2012;195;2;All Out
C13;1/06/2012;224;20;All Out
C12;1/06/2012;148;12;All Out
C11;1/06/2012;496;3;All Out
C10;1/06/2012;250;10;All Out
B06;1/06/2012;302;16;All Out
B05;1/06/2012;352;4;All Out
B04;1/06/2012;285;5;All Out
B03;1/06/2012;471;19;All Out
B02;1/06/2012;497;18;All Out
B01;1/06/2012;116;7;All Out
L07;1/07/2012;332;20;All Out
L06;1/07/2012;133;15;All Out
L05;1/07/2012;366;5;All Out
L04;1/07/2012;258;12;All Out
L03;1/07/2012;489;10;All Out
L02;1/07/2012;233;19;All Out
L01;1/07/2012;144;16;All Out
CC02;1/07/2012;437;14;All Out
CC01;1/07/2012;396;19;All Out
CB01;1/07/2012;241;13;All Out
C14;1/07/2012;268;12;All Out
C13;1/07/2012;433;6;All Out
C12;1/07/2012;128;9;All Out
C11;1/07/2012;129;13;All Out
C10;1/07/2012;408;17;All Out
B06;1/07/2012;110;11;All Out
B05;1/07/2012;163;17;All Out
B04;1/07/2012;419;12;All Out
B03;1/07/2012;193;20;All Out
B02;1/07/2012;312;12;All Out
B01;1/07/2012;422;10;All Out
L07;1/08/2012;318;18;All Out
L06;1/08/2012;205;13;All Out
L05;1/08/2012;306;17;All Out
L04;1/08/2012;195;3;All Out
L03;1/08/2012;370;8;All Out
L02;1/08/2012;428;16;All Out
L01;1/08/2012;249;20;All Out
CL02;1/08/2012;100;2;Sunk
CL01;1/08/2012;100;2;Sunk
CD01;1/08/2012;100;2;Sunk
CC02;1/08/2012;127;18;All Out
CC01;1/08/2012;231;11;All Out
CB01;1/08/2012;254;5;All Out
C14;1/08/2012;188;8;All Out
C13;1/08/2012;495;16;All Out
C12;1/08/2012;254;20;All Out
C11;1/08/2012;211;19;All Out
C10;1/08/2012;318;9;All Out
B06;1/08/2012;200;13;All Out
B05;1/08/2012;206;4;All Out
B04;1/08/2012;153;17;All Out
B03;1/08/2012;213;18;All Out
B02;1/08/2012;223;13;All Out
B01;1/08/2012;267;8;All Out
L07;1/09/2012;223;6;All Out
L06;1/09/2012;120;8;All Out
L05;1/09/2012;301;7;All Out
L04;1/09/2012;369;19;All Out
L03;1/09/2012;418;19;All Out
L02;1/09/2012;371;11;All Out
L01;1/09/2012;433;16;All Out
CC02;1/09/2012;321;12;All Out
CC01;1/09/2012;335;9;All Out
CB01;1/09/2012;190;8;All Out
C14;1/09/2012;492;13;All Out
C13;1/09/2012;114;7;All Out
C12;1/09/2012;410;16;All Out
C11;1/09/2012;318;17;All Out
C10;1/09/2012;314;12;All Out
B06;1/09/2012;217;3;All Out
B05;1/09/2012;259;13;All Out
B04;1/09/2012;493;3;All Out
B03;1/09/2012;468;14;All Out
B02;1/09/2012;209;14;All Out
B01;1/09/2012;327;19;All Out
L07;1/10/2012;172;14;All Out
L06;1/10/2012;371;2;All Out
L05;1/10/2012;470;11;All Out
L04;1/10/2012;345;13;All Out
L03;1/10/2012;245;9;All Out
L02;1/10/2012;404;9;All Out
L01;1/10/2012;216;16;All Out
CC02;1/10/2012;454;13;All Out
CC01;1/10/2012;271;7;All Out
CB01;1/10/2012;128;7;All Out
C14;1/10/2012;419;9;All Out
C13;1/10/2012;276;5;All Out
C12;1/10/2012;391;3;All Out
C11;1/10/2012;136;7;All Out
C10;1/10/2012;474;13;All Out
B06;1/10/2012;118;19;All Out
B05;1/10/2012;271;4;All Out
B04;1/10/2012;281;3;All Out
B03;1/10/2012;477;18;All Out
B02;1/10/2012;401;8;All Out
B01;1/10/2012;327;13;All Out
L07;1/11/2012;353;5;All Out
L06;1/11/2012;396;17;All Out
L05;1/11/2012;117;5;All Out
L04;1/11/2012;477;8;All Out
L03;1/11/2012;225;5;All Out
L02;1/11/2012;388;12;All Out
L01;1/11/2012;116;6;All Out
CC02;1/11/2012;484;20;All Out
CC01;1/11/2012;313;8;All Out
CB01;1/11/2012;133;20;All Out
C14;1/11/2012;495;18;All Out
C13;1/11/2012;216;3;All Out
C12;1/11/2012;396;7;All Out
C11;1/11/2012;345;6;All Out
C10;1/11/2012;285;13;All Out
B06;1/11/2012;354;14;All Out
B05;1/11/2012;202;4;All Out
B04;1/11/2012;442;8;All Out
B03;1/11/2012;411;2;All Out
B02;1/11/2012;294;9;All Out
B01;1/11/2012;279;11;All Out
L07;1/12/2012;139;12;All Out
L06;1/12/2012;383;2;All Out
L05;1/12/2012;122;12;All Out
L04;1/12/2012;273;11;All Out
L03;1/12/2012;248;16;All Out
L02;1/12/2012;302;20;All Out
L01;1/12/2012;167;12;All Out
CC02;1/12/2012;234;14;All Out
CC01;1/12/2012;344;19;All Out
CB01;1/12/2012;346;4;All Out
C14;1/12/2012;196;16;All Out
C13;1/12/2012;301;5;All Out
C12;1/12/2012;312;9;All Out
C11;1/12/2012;411;8;All Out
C10;1/12/2012;378;7;All Out
B06;1/12/2012;216;19;All Out
B05;1/12/2012;370;4;All Out
B04;1/12/2012;136;3;All Out
B03;1/12/2012;131;15;All Out
B02;1/12/2012;336;19;All Out
B01;1/12/2012;288;18;All Out
