SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
CC02;1/05/2000;165;4;All Out
L01;1/05/2000;183;6;All Out
L02;1/05/2000;400;10;All Out
L03;1/05/2000;481;12;All Out
L04;1/05/2000;310;3;All Out
L05;1/05/2000;403;17;All Out
L06;1/05/2000;393;19;All Out
L07;1/05/2000;134;19;All Out
B01;1/06/2000;407;18;All Out
B02;1/06/2000;114;17;All Out
B03;1/06/2000;417;12;All Out
B04;1/06/2000;179;14;All Out
B05;1/06/2000;218;8;All Out
B06;1/06/2000;181;4;All Out
C10;1/06/2000;453;20;All Out
C11;1/06/2000;303;13;All Out
C12;1/06/2000;432;14;All Out
C13;1/06/2000;381;4;All Out
C14;1/06/2000;226;8;All Out
CB01;1/06/2000;368;6;All Out
CC01;1/06/2000;267;5;All Out
CC02;1/06/2000;238;18;All Out
L01;1/06/2000;403;19;All Out
L02;1/06/2000;113;15;All Out
L03;1/06/2000;333;2;All Out
L04;1/06/2000;233;18;All Out
L05;1/06/2000;449;14;All Out
L06;1/06/2000;386;4;All Out
L07;1/06/2000;428;8;All Out
B01;1/07/2000;446;4;All Out
B02;1/07/2000;357;17;All Out
B03;1/07/2000;316;19;All Out
B04;1/07/2000;369;2;All Out
B05;1/07/2000;298;14;All Out
B06;1/07/2000;223;13;All Out
C10;1/07/2000;468;11;All Out
C11;1/07/2000;418;17;All Out
C12;1/07/2000;459;3;All Out
C13;1/07/2000;377;8;All Out
C14;1/07/2000;301;15;All Out
CB01;1/07/2000;420;4;All Out
CC01;1/07/2000;395;12;All Out
CC02;1/07/2000;388;14;All Out
L01;1/07/2000;427;7;All Out
L02;1/07/2000;372;3;All Out
L03;1/07/2000;215;20;All Out
L04;1/07/2000;359;3;All Out
L05;1/07/2000;420;14;All Out
L06;1/07/2000;339;20;All Out
L07;1/07/2000;333;11;All Out
B01;1/08/2000;410;20;All Out
B02;1/08/2000;155;13;All Out
B03;1/08/2000;365;5;All Out
B04;1/08/2000;428;12;All Out
B05;1/08/2000;475;4;All Out
B06;1/08/2000;335;13;All Out
C10;1/08/2000;191;12;All Out
C11;1/08/2000;467;19;All Out
C12;1/08/2000;172;14;All Out
C13;1/08/2000;435;8;All Out
C14;1/08/2000;252;19;All Out
CB01;1/08/2000;238;6;All Out
CC01;1/08/2000;457;15;All Out
CC02;1/08/2000;417;3;All Out
L01;1/08/2000;130;10;All Out
L02;1/08/2000;414;5;All Out
L03;1/08/2000;340;16;All Out
L04;1/08/2000;374;20;All Out
L05;1/08/2000;221;8;All Out
L06;1/08/2000;497;17;All Out
L07;1/08/2000;399;16;All Out
B01;1/09/2000;413;17;All Out
B02;1/09/2000;378;2;All Out
B03;1/09/2000;217;18;All Out
B04;1/09/2000;137;10;All Out
B05;1/09/2000;177;16;All Out
B06;1/09/2000;159;7;All Out
C01;1/09/2000;100;2;Sunk
C02;1/09/2000;100;2;Sunk
C03;1/09/2000;100;2;Sunk
C04;1/09/2000;100;2;Sunk
C05;1/09/2000;100;2;Sunk
C06;1/09/2000;100;2;Sunk
C07;1/09/2000;100;2;Sunk
C08;1/09/2000;100;2;Sunk
C09;1/09/2000;100;2;Sunk
C10;1/09/2000;405;6;All Out
C11;1/09/2000;151;6;All Out
C12;1/09/2000;243;19;All Out
C13;1/09/2000;355;8;All Out
C14;1/09/2000;351;10;All Out
CB01;1/09/2000;153;15;All Out
CC01;1/09/2000;342;3;All Out
CC02;1/09/2000;458;15;All Out
L01;1/09/2000;158;15;All Out
L02;1/09/2000;371;17;All Out
L03;1/09/2000;367;15;All Out
L04;1/09/2000;400;2;All Out
L05;1/09/2000;410;12;All Out
L06;1/09/2000;307;12;All Out
L07;1/09/2000;210;17;All Out
B01;1/10/2000;197;17;All Out
B02;1/10/2000;133;6;All Out
B03;1/10/2000;330;7;All Out
B04;1/10/2000;164;18;All Out
B05;1/10/2000;427;10;All Out
B06;1/10/2000;460;15;All Out
C10;1/10/2000;453;18;All Out
C11;1/10/2000;436;11;All Out
C12;1/10/2000;202;3;All Out
C13;1/10/2000;288;2;All Out
C14;1/10/2000;469;5;All Out
CB01;1/10/2000;371;18;All Out
CC01;1/10/2000;128;17;All Out
CC02;1/10/2000;492;14;All Out
L01;1/10/2000;275;17;All Out
L02;1/10/2000;414;10;All Out
L03;1/10/2000;149;15;All Out
L04;1/10/2000;153;2;All Out
L05;1/10/2000;429;4;All Out
L06;1/10/2000;101;11;All Out
L07;1/10/2000;491;4;All Out
B01;1/11/2000;249;4;All Out
B02;1/11/2000;217;11;All Out
B03;1/11/2000;454;9;All Out
B04;1/11/2000;120;8;All Out
B05;1/11/2000;298;15;All Out
B06;1/11/2000;142;4;All Out
C10;1/11/2000;267;14;All Out
C11;1/11/2000;110;14;All Out
C12;1/11/2000;114;9;All Out
C13;1/11/2000;136;15;All Out
C14;1/11/2000;344;20;All Out
CB01;1/11/2000;234;6;All Out
CC01;1/11/2000;401;14;All Out
CC02;1/11/2000;450;16;All Out
L01;1/11/2000;129;7;All Out
L02;1/11/2000;434;14;All Out
L03;1/11/2000;217;16;All Out
L04;1/11/2000;341;13;All Out
L05;1/11/2000;461;7;All Out
L06;1/11/2000;358;19;All Out
L07;1/11/2000;256;16;All Out
L07;1/12/2000;124;11;All Out
L06;1/12/2000;279;20;All Out
L05;1/12/2000;240;12;All Out
L04;1/12/2000;126;7;All Out
L03;1/12/2000;299;3;All Out
L02;1/12/2000;292;13;All Out
L01;1/12/2000;321;2;All Out
CC02;1/12/2000;341;14;All Out
CC01;1/12/2000;252;15;All Out
CB01;1/12/2000;341;10;All Out
C14;1/12/2000;409;3;All Out
C13;1/12/2000;314;13;All Out
C12;1/12/2000;385;15;All Out
B01;1/12/2000;317;9;All Out
B02;1/12/2000;497;6;All Out
B03;1/12/2000;350;5;All Out
B04;1/12/2000;154;11;All Out
B05;1/12/2000;377;13;All Out
B06;1/12/2000;453;14;All Out
C10;1/12/2000;147;19;All Out
C11;1/12/2000;146;20;All Out
