SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
CC01;1/06/2013;225;7;All Out
CB01;1/06/2013;192;14;All Out
C14;1/06/2013;156;20;All Out
C13;1/06/2013;436;13;All Out
C12;1/06/2013;111;3;All Out
C11;1/06/2013;482;4;All Out
C10;1/06/2013;201;8;All Out
B06;1/06/2013;474;20;All Out
B05;1/06/2013;173;20;All Out
B04;1/06/2013;290;12;All Out
B03;1/06/2013;177;16;All Out
B02;1/06/2013;194;11;All Out
B01;1/06/2013;402;20;All Out
L07;1/07/2013;283;4;All Out
L06;1/07/2013;111;4;All Out
L05;1/07/2013;181;16;All Out
L04;1/07/2013;114;12;All Out
L03;1/07/2013;124;7;All Out
L02;1/07/2013;287;16;All Out
L01;1/07/2013;173;16;All Out
CC02;1/07/2013;450;9;All Out
CC01;1/07/2013;130;3;All Out
CB01;1/07/2013;212;17;All Out
C14;1/07/2013;467;14;All Out
C13;1/07/2013;151;16;All Out
C12;1/07/2013;193;11;All Out
C11;1/07/2013;140;12;All Out
C10;1/07/2013;279;6;All Out
B06;1/07/2013;393;13;All Out
B05;1/07/2013;229;2;All Out
B04;1/07/2013;332;6;All Out
B03;1/07/2013;148;10;All Out
B02;1/07/2013;122;9;All Out
B01;1/07/2013;468;16;All Out
L07;1/08/2013;301;15;All Out
L06;1/08/2013;363;8;All Out
L05;1/08/2013;263;9;All Out
L04;1/08/2013;348;15;All Out
L03;1/08/2013;220;16;All Out
L02;1/08/2013;420;13;All Out
L01;1/08/2013;425;5;All Out
CC02;1/08/2013;381;17;All Out
CC01;1/08/2013;494;7;All Out
CB01;1/08/2013;315;8;All Out
C14;1/08/2013;386;9;All Out
C13;1/08/2013;269;19;All Out
C12;1/08/2013;337;10;All Out
C11;1/08/2013;110;12;All Out
C10;1/08/2013;101;2;All Out
B06;1/08/2013;460;18;All Out
B05;1/08/2013;392;12;All Out
B04;1/08/2013;450;10;All Out
B03;1/08/2013;215;5;All Out
B02;1/08/2013;296;16;All Out
B01;1/08/2013;457;7;All Out
L07;1/09/2013;434;13;All Out
L06;1/09/2013;444;8;All Out
L05;1/09/2013;115;9;All Out
L04;1/09/2013;380;2;All Out
L03;1/09/2013;297;18;All Out
L02;1/09/2013;360;18;All Out
L01;1/09/2013;293;8;All Out
CC02;1/09/2013;108;2;All Out
CC01;1/09/2013;205;2;All Out
CB01;1/09/2013;338;7;All Out
C14;1/09/2013;157;12;All Out
C13;1/09/2013;365;13;All Out
C12;1/09/2013;328;4;All Out
C11;1/09/2013;372;14;All Out
C10;1/09/2013;199;18;All Out
B06;1/09/2013;157;20;All Out
B05;1/09/2013;406;8;All Out
B04;1/09/2013;406;2;All Out
B03;1/09/2013;277;12;All Out
B02;1/09/2013;496;18;All Out
B01;1/09/2013;449;8;All Out
L07;1/10/2013;377;4;All Out
L06;1/10/2013;499;6;All Out
L05;1/10/2013;327;2;All Out
L04;1/10/2013;466;10;All Out
L03;1/10/2013;386;16;All Out
L02;1/10/2013;373;9;All Out
L01;1/10/2013;131;13;All Out
CC02;1/10/2013;302;17;All Out
CC01;1/10/2013;368;12;All Out
CB01;1/10/2013;452;6;All Out
C14;1/10/2013;206;13;All Out
C13;1/10/2013;194;9;All Out
C12;1/10/2013;393;5;All Out
C11;1/10/2013;379;17;All Out
C10;1/10/2013;375;18;All Out
B06;1/10/2013;355;4;All Out
B05;1/10/2013;316;12;All Out
B04;1/10/2013;232;4;All Out
B03;1/10/2013;204;13;All Out
B02;1/10/2013;172;11;All Out
B01;1/10/2013;155;15;All Out
L07;1/11/2013;451;9;All Out
L06;1/11/2013;206;6;All Out
L05;1/11/2013;330;20;All Out
L04;1/11/2013;101;4;All Out
L03;1/11/2013;208;20;All Out
L02;1/11/2013;325;19;All Out
L01;1/11/2013;278;2;All Out
CC02;1/11/2013;226;5;All Out
CC01;1/11/2013;351;3;All Out
CB01;1/11/2013;158;16;All Out
C14;1/11/2013;301;5;All Out
C13;1/11/2013;236;19;All Out
C12;1/11/2013;334;12;All Out
C11;1/11/2013;166;9;All Out
C10;1/11/2013;195;20;All Out
B06;1/11/2013;360;14;All Out
B05;1/11/2013;394;16;All Out
B04;1/11/2013;318;10;All Out
B03;1/11/2013;396;11;All Out
B02;1/11/2013;149;15;All Out
B01;1/11/2013;283;10;All Out
L07;1/12/2013;496;13;All Out
L06;1/12/2013;432;11;All Out
L05;1/12/2013;429;6;All Out
L04;1/12/2013;321;20;All Out
L03;1/12/2013;247;14;All Out
L02;1/12/2013;144;20;All Out
L01;1/12/2013;293;9;All Out
CC02;1/12/2013;358;10;All Out
CC01;1/12/2013;500;19;All Out
CB01;1/12/2013;423;3;All Out
C14;1/12/2013;154;4;All Out
C13;1/12/2013;181;9;All Out
C12;1/12/2013;120;17;All Out
C11;1/12/2013;209;15;All Out
C10;1/12/2013;351;20;All Out
B06;1/12/2013;325;2;All Out
B05;1/12/2013;304;8;All Out
B04;1/12/2013;339;6;All Out
B03;1/12/2013;270;4;All Out
B02;1/12/2013;168;10;All Out
B01;1/12/2013;324;14;All Out
