SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
L02;1/08/2008;170;11;All Out
L01;1/08/2008;425;10;All Out
CC02;1/08/2008;285;20;All Out
CC01;1/08/2008;310;3;All Out
CB01;1/08/2008;362;17;All Out
C14;1/08/2008;181;9;All Out
C13;1/08/2008;232;6;All Out
C12;1/08/2008;366;10;All Out
C11;1/08/2008;239;6;All Out
C10;1/08/2008;135;18;All Out
B06;1/08/2008;482;6;All Out
B05;1/08/2008;302;13;All Out
B04;1/08/2008;449;15;All Out
B03;1/08/2008;272;13;All Out
B02;1/08/2008;233;6;All Out
B01;1/08/2008;414;20;All Out
L07;1/09/2008;365;15;All Out
L06;1/09/2008;308;12;All Out
L05;1/09/2008;160;8;All Out
L04;1/09/2008;356;11;All Out
L03;1/09/2008;426;7;All Out
L02;1/09/2008;404;19;All Out
L01;1/09/2008;409;17;All Out
CC02;1/09/2008;264;19;All Out
CC01;1/09/2008;234;13;All Out
CB01;1/09/2008;469;15;All Out
C14;1/09/2008;404;4;All Out
C13;1/09/2008;261;15;All Out
C12;1/09/2008;375;8;All Out
C11;1/09/2008;308;9;All Out
C10;1/09/2008;490;19;All Out
B06;1/09/2008;366;5;All Out
B05;1/09/2008;481;11;All Out
B04;1/09/2008;301;14;All Out
B03;1/09/2008;333;18;All Out
B02;1/09/2008;366;15;All Out
B01;1/09/2008;160;15;All Out
L07;1/10/2008;333;10;All Out
L06;1/10/2008;400;3;All Out
L05;1/10/2008;244;16;All Out
L04;1/10/2008;329;2;All Out
L03;1/10/2008;137;3;All Out
L02;1/10/2008;370;6;All Out
L01;1/10/2008;460;11;All Out
CC02;1/10/2008;401;20;All Out
CC01;1/10/2008;361;14;All Out
CB01;1/10/2008;379;17;All Out
C14;1/10/2008;109;4;All Out
C13;1/10/2008;488;19;All Out
C12;1/10/2008;256;13;All Out
C11;1/10/2008;491;3;All Out
C10;1/10/2008;340;3;All Out
B06;1/10/2008;118;20;All Out
B05;1/10/2008;149;5;All Out
B04;1/10/2008;407;14;All Out
B03;1/10/2008;453;4;All Out
B02;1/10/2008;276;5;All Out
B01;1/10/2008;262;17;All Out
L07;1/11/2008;384;9;All Out
L06;1/11/2008;386;2;All Out
L05;1/11/2008;188;6;All Out
L04;1/11/2008;194;6;All Out
L03;1/11/2008;253;17;All Out
L02;1/11/2008;493;17;All Out
L01;1/11/2008;401;2;All Out
CC02;1/11/2008;447;5;All Out
CC01;1/11/2008;232;18;All Out
CB01;1/11/2008;329;16;All Out
C14;1/11/2008;377;13;All Out
C13;1/11/2008;288;17;All Out
C12;1/11/2008;488;10;All Out
C11;1/11/2008;452;19;All Out
C10;1/11/2008;227;13;All Out
B06;1/11/2008;114;9;All Out
B05;1/11/2008;257;17;All Out
B04;1/11/2008;159;15;All Out
B03;1/11/2008;160;19;All Out
B02;1/11/2008;475;4;All Out
B01;1/11/2008;131;6;All Out
L07;1/12/2008;145;4;All Out
L06;1/12/2008;441;20;All Out
L05;1/12/2008;468;14;All Out
L04;1/12/2008;397;12;All Out
L03;1/12/2008;471;10;All Out
L02;1/12/2008;436;4;All Out
L01;1/12/2008;439;10;All Out
CC02;1/12/2008;191;3;All Out
CC01;1/12/2008;199;12;All Out
CB01;1/12/2008;382;18;All Out
C14;1/12/2008;312;10;All Out
C13;1/12/2008;116;4;All Out
C12;1/12/2008;146;20;All Out
C11;1/12/2008;344;17;All Out
C10;1/12/2008;166;6;All Out
B06;1/12/2008;375;17;All Out
B05;1/12/2008;359;18;All Out
B04;1/12/2008;184;7;All Out
B03;1/12/2008;291;3;All Out
B02;1/12/2008;265;7;All Out
B01;1/12/2008;389;13;All Out
