SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
L04;1/12/2006;144;3;All Out
L03;1/12/2006;401;12;All Out
L02;1/12/2006;423;5;All Out
L01;1/12/2006;360;14;All Out
CC02;1/12/2006;195;9;All Out
CC01;1/12/2006;141;11;All Out
CB01;1/12/2006;245;19;All Out
C14;1/12/2006;161;15;All Out
C13;1/12/2006;284;16;All Out
C12;1/12/2006;336;14;All Out
C11;1/12/2006;341;5;All Out
C10;1/12/2006;196;7;All Out
B06;1/12/2006;198;9;All Out
B05;1/12/2006;482;7;All Out
B04;1/12/2006;172;17;All Out
B03;1/12/2006;418;9;All Out
B02;1/12/2006;198;17;All Out
B01;1/12/2006;252;18;All Out
