SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
CC01;1/04/2014;440;7;All Out
CB01;1/04/2014;117;8;All Out
C14;1/04/2014;222;17;All Out
C13;1/04/2014;280;16;All Out
C12;1/04/2014;444;17;All Out
C11;1/04/2014;163;11;All Out
C10;1/04/2014;354;16;All Out
B06;1/04/2014;234;12;All Out
B05;1/04/2014;157;9;All Out
B04;1/04/2014;284;16;All Out
B03;1/04/2014;353;16;All Out
B02;1/04/2014;467;15;All Out
B01;1/04/2014;478;14;All Out
L07;1/05/2014;289;15;All Out
L06;1/05/2014;123;7;All Out
L05;1/05/2014;134;14;All Out
L04;1/05/2014;242;6;All Out
L03;1/05/2014;407;6;All Out
L02;1/05/2014;384;6;All Out
L01;1/05/2014;368;16;All Out
CC02;1/05/2014;142;6;All Out
CC01;1/05/2014;447;17;All Out
CB01;1/05/2014;313;7;All Out
C14;1/05/2014;234;2;All Out
C13;1/05/2014;403;17;All Out
C12;1/05/2014;351;19;All Out
C11;1/05/2014;221;13;All Out
C10;1/05/2014;233;12;All Out
B06;1/05/2014;418;2;All Out
B05;1/05/2014;279;7;All Out
B04;1/05/2014;404;13;All Out
B03;1/05/2014;110;3;All Out
B02;1/05/2014;348;6;All Out
B01;1/05/2014;387;11;All Out
L07;1/06/2014;294;16;All Out
L06;1/06/2014;117;14;All Out
L05;1/06/2014;241;10;All Out
L04;1/06/2014;402;19;All Out
L03;1/06/2014;409;10;All Out
L02;1/06/2014;478;9;All Out
L01;1/06/2014;486;19;All Out
CC02;1/06/2014;164;15;All Out
CC01;1/06/2014;214;6;All Out
CB01;1/06/2014;428;7;All Out
C14;1/06/2014;139;18;All Out
C13;1/06/2014;324;16;All Out
C12;1/06/2014;419;9;All Out
C11;1/06/2014;260;2;All Out
C10;1/06/2014;461;18;All Out
B06;1/06/2014;206;15;All Out
B05;1/06/2014;326;7;All Out
B04;1/06/2014;152;16;All Out
B03;1/06/2014;350;14;All Out
B02;1/06/2014;217;17;All Out
B01;1/06/2014;230;17;All Out
L07;1/07/2014;107;9;All Out
L06;1/07/2014;100;4;All Out
L05;1/07/2014;119;5;All Out
L04;1/07/2014;141;17;All Out
L03;1/07/2014;230;10;All Out
L02;1/07/2014;459;6;All Out
L01;1/07/2014;361;11;All Out
CC02;1/07/2014;329;8;All Out
CC01;1/07/2014;470;9;All Out
CB01;1/07/2014;470;7;All Out
C14;1/07/2014;421;5;All Out
C13;1/07/2014;410;14;All Out
C12;1/07/2014;494;3;All Out
C11;1/07/2014;431;20;All Out
C10;1/07/2014;386;2;All Out
B06;1/07/2014;114;2;All Out
B05;1/07/2014;484;17;All Out
B04;1/07/2014;273;3;All Out
B03;1/07/2014;192;20;All Out
B02;1/07/2014;426;12;All Out
B01;1/07/2014;381;9;All Out
L07;1/08/2014;361;18;All Out
L06;1/08/2014;270;5;All Out
L05;1/08/2014;228;18;All Out
L04;1/08/2014;104;7;All Out
L03;1/08/2014;249;5;All Out
L02;1/08/2014;102;7;All Out
L01;1/08/2014;398;6;All Out
CC02;1/08/2014;312;17;All Out
CC01;1/08/2014;398;7;All Out
CB01;1/08/2014;440;3;All Out
C14;1/08/2014;137;16;All Out
C13;1/08/2014;209;17;All Out
C12;1/08/2014;116;8;All Out
C11;1/08/2014;369;4;All Out
C10;1/08/2014;197;18;All Out
B06;1/08/2014;332;8;All Out
B05;1/08/2014;164;7;All Out
B04;1/08/2014;346;11;All Out
B03;1/08/2014;413;5;All Out
B02;1/08/2014;420;8;All Out
B01;1/08/2014;203;13;All Out
L08;1/09/2014;100;2;Sunk
L07;1/09/2014;368;13;All Out
L06;1/09/2014;105;3;All Out
L05;1/09/2014;123;14;All Out
L04;1/09/2014;198;2;All Out
L03;1/09/2014;468;4;All Out
L02;1/09/2014;457;20;All Out
L01;1/09/2014;368;19;All Out
CC02;1/09/2014;436;11;All Out
CC01;1/09/2014;204;19;All Out
CB01;1/09/2014;261;17;All Out
C14;1/09/2014;316;19;All Out
C13;1/09/2014;214;16;All Out
C12;1/09/2014;484;17;All Out
C11;1/09/2014;295;19;All Out
C10;1/09/2014;351;4;All Out
B06;1/09/2014;482;8;All Out
B05;1/09/2014;451;11;All Out
B04;1/09/2014;398;3;All Out
B03;1/09/2014;203;6;All Out
B02;1/09/2014;382;12;All Out
B01;1/09/2014;216;20;All Out
L07;1/10/2014;110;4;All Out
L06;1/10/2014;183;4;All Out
L05;1/10/2014;243;15;All Out
L04;1/10/2014;289;13;All Out
L03;1/10/2014;412;20;All Out
L02;1/10/2014;493;6;All Out
L01;1/10/2014;113;17;All Out
CC02;1/10/2014;432;6;All Out
CC01;1/10/2014;230;7;All Out
CB01;1/10/2014;323;6;All Out
C14;1/10/2014;116;3;All Out
C13;1/10/2014;119;15;All Out
C12;1/10/2014;359;14;All Out
C11;1/10/2014;190;16;All Out
C10;1/10/2014;310;12;All Out
B06;1/10/2014;180;8;All Out
B05;1/10/2014;301;5;All Out
B04;1/10/2014;374;11;All Out
B03;1/10/2014;201;13;All Out
B02;1/10/2014;238;16;All Out
B01;1/10/2014;129;16;All Out
L07;1/11/2014;461;16;All Out
L06;1/11/2014;408;4;All Out
L05;1/11/2014;170;8;All Out
L04;1/11/2014;203;13;All Out
L03;1/11/2014;459;7;All Out
L02;1/11/2014;295;6;All Out
L01;1/11/2014;429;19;All Out
CC02;1/11/2014;207;12;All Out
CC01;1/11/2014;397;2;All Out
CB01;1/11/2014;260;5;All Out
C14;1/11/2014;490;9;All Out
C13;1/11/2014;281;7;All Out
C12;1/11/2014;494;9;All Out
C11;1/11/2014;469;13;All Out
C10;1/11/2014;271;11;All Out
B06;1/11/2014;443;19;All Out
B05;1/11/2014;400;13;All Out
B04;1/11/2014;137;20;All Out
B03;1/11/2014;329;12;All Out
B02;1/11/2014;189;14;All Out
B01;1/11/2014;420;11;All Out
L07;1/12/2014;186;20;All Out
L06;1/12/2014;476;18;All Out
L05;1/12/2014;105;8;All Out
L04;1/12/2014;297;4;All Out
L03;1/12/2014;384;11;All Out
L02;1/12/2014;316;10;All Out
L01;1/12/2014;416;8;All Out
CC02;1/12/2014;441;18;All Out
CC01;1/12/2014;401;16;All Out
CB01;1/12/2014;447;3;All Out
C14;1/12/2014;181;14;All Out
C13;1/12/2014;383;11;All Out
C12;1/12/2014;433;19;All Out
C11;1/12/2014;252;16;All Out
C10;1/12/2014;324;5;All Out
B06;1/12/2014;457;15;All Out
B05;1/12/2014;459;7;All Out
B04;1/12/2014;360;3;All Out
B03;1/12/2014;427;14;All Out
B02;1/12/2014;271;10;All Out
B01;1/12/2014;140;4;All Out
