product_id,Price,Quantity,CustomerNo,Country_id
23379,6.19,4,15492.0,12385
23380,6.19,3,15492.0,12385
23381,6.19,1,15492.0,12385
23382,6.19,4,15492.0,12385
23391,6.19,2,15492.0,12385
23392,6.19,2,15492.0,12385
23399,6.19,4,15492.0,12385
23405,6.19,3,15492.0,12385
23418,6.19,1,15492.0,12385
23426,6.19,1,15492.0,12385
23434,6.19,9,15492.0,12385
23435,6.04,3,15492.0,12385
23439,6.19,1,15492.0,12385
23451,6.19,1,15492.0,12385
23467,6.19,1,15492.0,12385
23469,6.19,3,15492.0,12385
23480,6.19,2,15492.0,12385
23493,6.19,3,15492.0,12385
23494,6.19,1,15492.0,12385
23495,6.19,1,15492.0,12385
23497,6.19,4,15492.0,12385
23498,6.19,2,15492.0,12385
23501,6.19,3,15492.0,12385
23506,6.04,1,15492.0,12385
23508,6.04,2,15492.0,12385
23510,6.04,1,15492.0,12385
23521,6.04,1,15492.0,12385
23526,6.04,4,15492.0,12385
23530,6.04,2,15492.0,12385
23534,6.19,6,15492.0,12385
23535,6.19,4,15492.0,12385
23536,6.19,1,15492.0,12385
23538,6.19,1,15492.0,12385
23551,6.19,1,15492.0,12385
23552,6.19,12,15492.0,12385
23555,6.19,1,15492.0,12385
23559,6.19,5,15492.0,12385
23561,6.19,1,15492.0,12385
23564,6.19,2,15492.0,12385
23565,6.19,2,15492.0,12385
23567,6.19,1,15492.0,12385
23569,6.19,2,15492.0,12385
23570,6.19,7,15492.0,12385
23571,6.19,2,15492.0,12385
23575,6.19,3,15492.0,12385
23579,6.19,1,15492.0,12385
23611,6.19,3,15492.0,12385
23616,6.19,1,15492.0,12385
23621,6.19,3,15492.0,12385
23635,6.19,1,15492.0,12385
23644,6.19,1,15492.0,12385
23660,6.19,1,15492.0,12385
23661,6.19,1,15492.0,12385
35095A,6.19,1,15492.0,12385
35095B,6.19,1,15492.0,12385
35646,6.19,1,15492.0,12385
35648,6.19,2,15492.0,12385
35953,6.19,12,15492.0,12385
35964,6.19,4,15492.0,12385
35970,6.04,1,15492.0,12385
46118,6.19,1,15492.0,12385
46776A,7.24,2,15492.0,12385
46776B,7.24,3,15492.0,12385
46776C,7.24,1,15492.0,12385
46776D,7.24,2,15492.0,12385
46776E,7.24,5,15492.0,12385
46776F,7.24,6,15492.0,12385
47310M,6.19,1,15492.0,12385
47480,6.19,3,15492.0,12385
47504H,7.24,1,15492.0,12385
47559B,7.24,3,15492.0,12385
47563A,7.24,2,15492.0,12385
47566,7.24,2,15492.0,12385
47590B,7.24,1,15492.0,12385
51014A,7.24,2,15492.0,12385
51014L,7.24,1,15492.0,12385
71270,7.24,1,15492.0,12385
72349B,6.39,1,15492.0,12385
72741,7.24,3,15492.0,12385
72800E,7.24,3,15492.0,12385
79321,6.19,1,15492.0,12385
82484,6.19,2,15492.0,12385
82567,6.19,2,15492.0,12385
82582,6.19,1,15492.0,12385
82600,6.19,1,15492.0,12385
84031A,6.19,4,15492.0,12385
84077,6.19,1,15492.0,12385
84249A,6.19,1,15492.0,12385
84347,6.19,2,15492.0,12385
84375,6.19,1,15492.0,12385
84378,6.19,4,15492.0,12385
84519B,6.19,1,15492.0,12385
84559A,6.19,2,15492.0,12385
84568,6.19,31,15492.0,12385
84569D,6.19,1,15492.0,12385
84596B,6.19,4,15492.0,12385
84596F,6.19,4,15492.0,12385
84598,6.19,5,15492.0,12385
84692,6.19,1,15492.0,12385
84755,6.19,4,15492.0,12385
84828,6.19,1,15492.0,12385
84879,6.19,16,15492.0,12385
84923,6.04,3,15492.0,12385
84946,6.04,18,15492.0,12385
84970S,6.04,3,15492.0,12385
84978,6.04,4,15492.0,12385
84991,6.04,1,15492.0,12385
84997A,6.04,1,15492.0,12385
84997B,6.04,1,15492.0,12385
20733,6.04,3,15492.0,12385
20777,6.19,2,15492.0,12385
20782,6.19,1,15492.0,12385
20914,6.19,2,15492.0,12385
20931,6.19,1,15492.0,12385
20970,6.19,1,15492.0,12385
20971,6.19,2,15492.0,12385
20972,6.19,3,15492.0,12385
20973,6.19,4,15492.0,12385
20978,6.19,1,15492.0,12385
20979,6.19,3,15492.0,12385
20982,6.19,2,15492.0,12385
20983,6.19,4,15492.0,12385
20985,6.19,1,15492.0,12385
20986,6.19,1,15492.0,12385
21000,6.19,1,15492.0,12385
21012,6.19,3,15492.0,12385
21015,6.19,8,15492.0,12385
21026,6.19,1,15492.0,12385
21035,6.19,1,15492.0,12385
21064,6.19,4,15492.0,12385
21065,6.19,2,15492.0,12385
21098,6.19,1,15492.0,12385
21123,6.19,1,15492.0,12385
21125,6.19,1,15492.0,12385
21126,6.19,1,15492.0,12385
21137,6.19,17,15492.0,12385
21154,6.19,2,15492.0,12385
21158,6.19,1,15492.0,12385
21162,6.19,1,15492.0,12385
21166,6.19,2,15492.0,12385
21172,6.19,1,15492.0,12385
21174,6.19,2,15492.0,12385
21175,6.19,2,15492.0,12385
21200,6.04,6,15492.0,12385
21201,6.04,4,15492.0,12385
21212,6.04,2,15492.0,12385
21213,6.04,2,15492.0,12385
21220,6.19,2,15492.0,12385
21224,6.19,1,15492.0,12385
21232,6.19,1,15492.0,12385
21257,6.19,2,15492.0,12385
21258,6.19,1,15492.0,12385
21259,6.19,1,15492.0,12385
21313,6.19,1,15492.0,12385
21314,6.19,2,15492.0,12385
21328,6.19,2,15492.0,12385
21329,6.19,2,15492.0,12385
21356,6.19,16,15492.0,12385
21378,6.19,2,15492.0,12385
21379,6.19,1,15492.0,12385
21383,6.19,1,15492.0,12385
21402,6.19,1,15492.0,12385
21408,6.19,2,15492.0,12385
21411,6.19,1,15492.0,12385
21467,6.19,1,15492.0,12385
21471,6.19,2,15492.0,12385
21479,6.19,2,15492.0,12385
21481,6.19,3,15492.0,12385
21484,6.19,1,15492.0,12385
21485,6.19,1,15492.0,12385
21494,6.19,11,15492.0,12385
21506,6.19,3,15492.0,12385
21507,7.24,1,15492.0,12385
21508,7.24,1,15492.0,12385
21509,7.24,2,15492.0,12385
21528,7.24,1,15492.0,12385
21544,7.24,2,15492.0,12385
21558,6.39,1,15492.0,12385
21559,7.24,1,15492.0,12385
21615,7.24,2,15492.0,12385
21616,7.24,6,15492.0,12385
21620,7.24,5,15492.0,12385
21642,7.24,4,15492.0,12385
21648,7.24,2,15492.0,12385
21650,7.24,14,15492.0,12385
21675,6.19,2,15492.0,12385
21677,6.19,1,15492.0,12385
21678,6.19,2,15492.0,12385
21680,6.19,1,15492.0,12385
21703,6.19,1,15492.0,12385
21704,6.19,1,15492.0,12385
21716,6.19,1,15492.0,12385
21718,6.19,1,15492.0,12385
21724,6.19,1,15492.0,12385
21731,6.19,6,15492.0,12385
21739,6.19,2,15492.0,12385
21774,6.19,1,15492.0,12385
21786,6.19,3,15492.0,12385
21787,6.19,2,15492.0,12385
21790,6.19,5,15492.0,12385
21791,6.19,1,15492.0,12385
21808,6.19,3,15492.0,12385
21810,6.19,25,15492.0,12385
21812,6.19,7,15492.0,12385
21813,6.19,3,15492.0,12385
21822,6.19,12,15492.0,12385
21828,6.19,1,15492.0,12385
21832,6.19,1,15492.0,12385
21833,6.04,2,15492.0,12385
21871,6.19,1,15492.0,12385
21874,6.19,2,15492.0,12385
21876,6.19,4,15492.0,12385
21879,6.19,1,15492.0,12385
21889,6.19,3,15492.0,12385
21890,6.19,1,15492.0,12385
21892,6.19,1,15492.0,12385
21900,6.19,4,15492.0,12385
21901,6.19,2,15492.0,12385
21902,6.19,1,15492.0,12385
21905,6.19,1,15492.0,12385
21906,6.19,1,15492.0,12385
21914,6.19,2,15492.0,12385
21916,6.19,2,15492.0,12385
21930,6.19,1,15492.0,12385
21931,6.19,1,15492.0,12385
21932,6.19,1,15492.0,12385
21934,6.19,3,15492.0,12385
21935,6.19,9,15492.0,12385
21936,6.19,1,15492.0,12385
21942,6.19,2,15492.0,12385
21945,6.19,2,15492.0,12385
21947,6.19,1,15492.0,12385
21949,6.19,2,15492.0,12385
21967,6.19,1,15492.0,12385
21976,6.19,3,15492.0,12385
21977,6.19,2,15492.0,12385
21980,6.19,2,15492.0,12385
21981,6.19,4,15492.0,12385
21982,6.19,2,15492.0,12385
21983,6.19,1,15492.0,12385
21984,6.19,1,15492.0,12385
21986,6.19,3,15492.0,12385
21989,6.19,2,15492.0,12385
21990,6.19,8,15492.0,12385
21993,6.19,8,15492.0,12385
22024,6.19,3,15492.0,12385
22025,6.19,3,15492.0,12385
22026,6.19,4,15492.0,12385
22027,6.19,2,15492.0,12385
22028,6.19,1,15492.0,12385
22029,6.19,4,15492.0,12385
22031,6.19,1,15492.0,12385
22037,6.19,4,15492.0,12385
22064,6.19,1,15492.0,12385
22065,6.19,2,15492.0,12385
22068,6.19,1,15492.0,12385
22070,6.19,3,15492.0,12385
22071,6.19,1,15492.0,12385
22074,6.19,1,15492.0,12385
22075,6.19,8,15492.0,12385
22076,6.19,4,15492.0,12385
22083,6.19,1,15492.0,12385
22085,6.19,1,15492.0,12385
22086,6.19,38,15492.0,12385
22091,6.19,1,15492.0,12385
22099,6.19,3,15492.0,12385
22104,6.19,4,15492.0,12385
22106,6.19,1,15492.0,12385
22107,6.19,10,15492.0,12385
22108,6.04,2,15492.0,12385
22109,6.04,2,15492.0,12385
22110,6.04,3,15492.0,12385
22111,6.19,1,15492.0,12385
22112,6.19,1,15492.0,12385
22114,6.19,4,15492.0,12385
22116,6.19,2,15492.0,12385
22121,6.19,1,15492.0,12385
22123,6.19,1,15492.0,12385
22124,6.19,1,15492.0,12385
22129,6.19,3,15492.0,12385
22134,6.19,1,15492.0,12385
15036,6.19,1,15492.0,12385
15039,6.19,1,15492.0,12385
15058C,6.19,1,15492.0,12385
16218,6.19,5,15492.0,12385
16225,6.19,1,15492.0,12385
16235,6.19,3,15492.0,12385
16237,6.19,1,15492.0,12385
17038,6.19,1,15492.0,12385
17084N,6.19,1,15492.0,12385
20659,6.19,7,15492.0,12385
20665,6.19,2,15492.0,12385
20668,6.19,1,15492.0,12385
20718,6.19,1,15492.0,12385
20719,6.19,7,15492.0,12385
20723,6.19,2,15492.0,12385
20724,6.19,4,15492.0,12385
22135,6.19,6,15492.0,12385
22138,6.19,1,15492.0,12385
22141,6.19,2,15492.0,12385
22150,7.24,2,15492.0,12385
22153,7.24,2,15492.0,12385
22154,7.24,3,15492.0,12385
22155,7.24,7,15492.0,12385
22156,7.24,4,15492.0,12385
22163,7.24,9,15492.0,12385
22165,7.24,1,15492.0,12385
22167,7.24,1,15492.0,12385
22170,7.24,1,15492.0,12385
22173,7.24,2,15492.0,12385
22174,6.19,7,15492.0,12385
22178,6.19,5,15492.0,12385
22186,7.24,2,15492.0,12385
22190,7.24,3,15492.0,12385
22193,7.24,1,15492.0,12385
22195,7.24,1,15492.0,12385
22196,7.24,11,15492.0,12385
22197,7.24,34,15492.0,12385
22199,7.24,1,15492.0,12385
22209,7.24,1,15492.0,12385
22212,7.24,1,15492.0,12385
22219,7.24,4,15492.0,12385
22224,7.24,4,15492.0,12385
22227,7.24,1,15492.0,12385
22260,6.39,2,15492.0,12385
22261,7.24,1,15492.0,12385
22264,7.24,1,15492.0,12385
22273,7.24,2,15492.0,12385
22277,7.24,1,15492.0,12385
22279,7.24,5,15492.0,12385
22280,7.24,4,15492.0,12385
22300,7.24,1,15492.0,12385
22301,7.24,1,15492.0,12385
22307,7.24,1,15492.0,12385
22308,7.24,2,15492.0,12385
22309,7.24,2,15492.0,12385
22324,7.24,2,15492.0,12385
22326,7.24,3,15492.0,12385
22327,7.24,2,15492.0,12385
22329,6.19,2,15492.0,12385
22338,6.19,4,15492.0,12385
22340,6.19,17,15492.0,12385
22342,6.19,7,15492.0,12385
22348,6.19,3,15492.0,12385
22355,6.19,3,15492.0,12385
22356,6.19,1,15492.0,12385
22357,6.19,2,15492.0,12385
22358,6.19,1,15492.0,12385
22361,6.19,2,15492.0,12385
22362,6.19,2,15492.0,12385
22367,6.19,1,15492.0,12385
22372,6.19,1,15492.0,12385
22374,6.19,1,15492.0,12385
85014B,6.19,1,15492.0,12385
85032C,6.19,1,15492.0,12385
85038,6.19,1,15492.0,12385
85039A,6.19,5,15492.0,12385
85039B,6.19,4,15492.0,12385
85040A,6.19,1,15492.0,12385
85048,6.19,2,15492.0,12385
85049C,6.19,1,15492.0,12385
85049G,6.19,1,15492.0,12385
85049H,6.19,2,15492.0,12385
85053,6.19,1,15492.0,12385
85059,6.19,1,15492.0,12385
85066,6.19,1,15492.0,12385
85094,6.19,2,15492.0,12385
85114C,6.19,1,15492.0,12385
85123A,6.19,3,15492.0,12385
85131B,6.19,1,15492.0,12385
85131D,6.19,2,15492.0,12385
85152,6.19,1,15492.0,12385
85168B,6.19,3,15492.0,12385
85169C,6.19,1,15492.0,12385
85170C,6.19,1,15492.0,12385
85173,6.19,1,15492.0,12385
85177,6.19,1,15492.0,12385
85178,6.19,1,15492.0,12385
85179A,6.19,4,15492.0,12385
85199S,6.19,9,15492.0,12385
85227,6.19,3,15492.0,12385
90003C,6.19,1,15492.0,12385
90003E,6.19,2,15492.0,12385
90010A,6.04,1,15492.0,12385
90013A,6.19,3,15492.0,12385
90013C,6.19,2,15492.0,12385
90014A,6.19,1,15492.0,12385
90016B,6.19,1,15492.0,12385
90018B,6.19,1,15492.0,12385
90019B,6.19,1,15492.0,12385
90027D,6.19,1,15492.0,12385
90030B,6.19,1,15492.0,12385
90055,6.19,1,15492.0,12385
90059A,6.19,1,15492.0,12385
90059D,6.19,2,15492.0,12385
90059E,6.04,1,15492.0,12385
90059F,6.19,1,15492.0,12385
90072,6.19,1,15492.0,12385
90086,6.19,1,15492.0,12385
90120B,6.19,2,15492.0,12385
90120C,6.19,1,15492.0,12385
90130B,6.19,1,15492.0,12385
90130C,6.19,1,15492.0,12385
90134,6.19,1,15492.0,12385
90138,6.19,1,15492.0,12385
90141B,6.19,1,15492.0,12385
90145,6.19,1,15492.0,12385
90155,6.19,1,15492.0,12385
90161D,6.19,1,15492.0,12385
90163A,6.19,2,15492.0,12385
90165B,6.19,1,15492.0,12385
90168,6.19,1,15492.0,12385
90169,6.19,1,15492.0,12385
90170,6.19,1,15492.0,12385
90174,6.19,2,15492.0,12385
90175A,6.19,2,15492.0,12385
90175D,6.19,1,15492.0,12385
90177A,6.19,1,15492.0,12385
90177C,6.19,1,15492.0,12385
90181B,6.04,1,15492.0,12385
90182C,6.19,1,15492.0,12385
90183A,6.19,2,15492.0,12385
90183C,6.19,1,15492.0,12385
90184C,6.19,1,15492.0,12385
90185B,6.19,1,15492.0,12385
90188,6.19,2,15492.0,12385
90191,6.19,2,15492.0,12385
90192,6.19,1,15492.0,12385
90198A,6.19,2,15492.0,12385
90200A,6.19,1,15492.0,12385
90201A,6.19,2,15492.0,12385
90201B,6.19,1,15492.0,12385
90201C,6.19,1,15492.0,12385
90201D,6.19,1,15492.0,12385
90202C,6.19,1,15492.0,12385
90202D,6.19,1,15492.0,12385
90206C,6.19,1,15492.0,12385
90208,6.19,1,15492.0,12385
90210A,6.19,1,15492.0,12385
22378,6.19,2,15492.0,12385
22379,6.19,1,15492.0,12385
22380,6.19,2,15492.0,12385
22396,6.19,1,15492.0,12385
22411,6.19,1,15492.0,12385
22418,6.19,3,15492.0,12385
22419,6.19,3,15492.0,12385
22420,6.19,1,15492.0,12385
22421,6.19,2,15492.0,12385
22422,6.19,4,15492.0,12385
22437,7.24,1,15492.0,12385
22441,7.24,1,15492.0,12385
22446,7.24,7,15492.0,12385
22457,7.24,1,15492.0,12385
22464,7.24,1,15492.0,12385
22466,7.24,1,15492.0,12385
22467,7.24,1,15492.0,12385
22478,7.24,1,15492.0,12385
22486,7.24,1,15492.0,12385
22488,7.24,1,15492.0,12385
22489,7.24,5,15492.0,12385
22495,7.24,1,15492.0,12385
22540,7.24,1,15492.0,12385
22544,7.24,1,15492.0,12385
22549,7.24,3,15492.0,12385
22551,7.24,2,15492.0,12385
22553,7.24,2,15492.0,12385
22554,7.24,3,15492.0,12385
22555,7.24,3,15492.0,12385
22557,7.24,2,15492.0,12385
22558,7.24,3,15492.0,12385
22560,7.24,5,15492.0,12385
22565,7.24,4,15492.0,12385
22566,7.24,3,15492.0,12385
22571,7.24,4,15492.0,12385
22573,6.39,2,15492.0,12385
22574,7.24,5,15492.0,12385
22576,7.24,3,15492.0,12385
22577,7.24,4,15492.0,12385
22578,7.24,19,15492.0,12385
22580,7.24,9,15492.0,12385
22581,7.24,11,15492.0,12385
22585,7.24,2,15492.0,12385
22586,7.24,2,15492.0,12385
22589,7.24,6,15492.0,12385
22591,7.24,1,15492.0,12385
22592,7.24,3,15492.0,12385
22593,6.39,2,15492.0,12385
22594,7.24,3,15492.0,12385
22597,7.24,9,15492.0,12385
22598,7.24,4,15492.0,12385
22599,6.19,5,15492.0,12385
22600,6.19,2,15492.0,12385
22601,6.19,3,15492.0,12385
22602,6.19,3,15492.0,12385
22608,6.19,3,15492.0,12385
22614,6.19,1,15492.0,12385
22615,6.19,4,15492.0,12385
22616,6.19,1,15492.0,12385
22619,6.19,4,15492.0,12385
22620,6.19,3,15492.0,12385
22621,6.19,2,15492.0,12385
22629,6.19,1,15492.0,12385
22630,6.19,1,15492.0,12385
22632,6.19,1,15492.0,12385
22633,6.19,1,15492.0,12385
22634,6.19,1,15492.0,12385
22650,6.19,2,15492.0,12385
22651,6.19,1,15492.0,12385
22653,6.19,16,15492.0,12385
22654,6.19,2,15492.0,12385
22659,6.19,1,15492.0,12385
22666,6.19,5,15492.0,12385
22693,6.19,3,15492.0,12385
22694,6.19,1,15492.0,12385
22697,6.19,1,15492.0,12385
22699,6.19,2,15492.0,12385
22701,6.19,5,15492.0,12385
22703,6.19,6,15492.0,12385
22712,6.19,1,15492.0,12385
22713,6.19,1,15492.0,12385
22714,6.19,2,15492.0,12385
22716,6.19,3,15492.0,12385
22717,6.19,1,15492.0,12385
22720,6.19,2,15492.0,12385
22725,6.19,1,15492.0,12385
22726,6.19,4,15492.0,12385
22727,6.19,4,15492.0,12385
22730,6.19,1,15492.0,12385
22741,6.19,4,15492.0,12385
22745,6.19,2,15492.0,12385
22748,6.19,1,15492.0,12385
22749,6.19,1,15492.0,12385
22751,6.19,2,15492.0,12385
22753,6.19,1,15492.0,12385
22754,6.19,1,15492.0,12385
22757,6.19,3,15492.0,12385
22758,6.19,2,15492.0,12385
22763,6.19,1,15492.0,12385
22768,6.19,2,15492.0,12385
22776,6.19,1,15492.0,12385
22795,6.19,1,15492.0,12385
22798,6.19,3,15492.0,12385
22800,6.19,3,15492.0,12385
22809,6.19,1,15492.0,12385
22811,6.19,1,15492.0,12385
22814,6.19,9,15492.0,12385
22815,6.19,18,15492.0,12385
22816,6.19,2,15492.0,12385
22817,6.19,5,15492.0,12385
22818,7.24,6,15492.0,12385
22819,7.24,3,15492.0,12385
22835,7.24,3,15492.0,12385
22865,7.24,2,15492.0,12385
22866,7.24,3,15492.0,12385
22867,7.24,4,15492.0,12385
22881,7.24,1,15492.0,12385
22885,7.24,1,15492.0,12385
22888,7.24,1,15492.0,12385
22890,7.24,1,15492.0,12385
22898,7.24,1,15492.0,12385
22899,7.24,2,15492.0,12385
22900,7.24,3,15492.0,12385
22905,7.24,1,15492.0,12385
22907,6.39,1,15492.0,12385
22909,7.24,5,15492.0,12385
22910,7.24,7,15492.0,12385
22914,7.24,1,15492.0,12385
22922,7.24,6,15492.0,12385
22924,7.24,6,15492.0,12385
22928,7.24,1,15492.0,12385
22940,6.19,1,15492.0,12385
22941,6.19,2,15492.0,12385
22943,6.19,1,15492.0,12385
22948,6.19,4,15492.0,12385
22951,6.19,2,15492.0,12385
22952,6.19,2,15492.0,12385
22955,6.19,1,15492.0,12385
22960,6.19,2,15492.0,12385
22961,6.19,9,15492.0,12385
22962,6.19,3,15492.0,12385
22963,6.19,3,15492.0,12385
22964,6.19,1,15492.0,12385
22965,6.19,1,15492.0,12385
22966,6.19,4,15492.0,12385
22969,6.19,6,15492.0,12385
22975,6.19,2,15492.0,12385
22976,6.19,1,15492.0,12385
22977,6.19,1,15492.0,12385
22979,6.19,2,15492.0,12385
22980,6.19,1,15492.0,12385
22982,6.19,3,15492.0,12385
22983,6.19,1,15492.0,12385
22984,6.19,1,15492.0,12385
22988,6.19,1,15492.0,12385
22989,6.19,2,15492.0,12385
22992,6.19,3,15492.0,12385
22993,6.19,3,15492.0,12385
22995,6.19,4,15492.0,12385
22996,6.19,5,15492.0,12385
22997,6.19,1,15492.0,12385
22998,6.19,4,15492.0,12385
22999,6.19,1,15492.0,12385
23005,6.19,4,15492.0,12385
23007,6.19,1,15492.0,12385
23009,6.19,2,15492.0,12385
23012,6.19,1,15492.0,12385
23013,6.19,2,15492.0,12385
23014,6.19,1,15492.0,12385
23050,6.19,1,15492.0,12385
23051,6.19,1,15492.0,12385
23052,6.19,5,15492.0,12385
23053,6.19,1,15492.0,12385
23054,6.19,1,15492.0,12385
23074,6.19,1,15492.0,12385
23076,6.19,3,15492.0,12385
23077,6.19,3,15492.0,12385
23082,6.19,1,15492.0,12385
23083,6.19,1,15492.0,12385
23084,6.19,57,15492.0,12385
23088,6.19,1,15492.0,12385
23089,6.19,4,15492.0,12385
23093,6.19,3,15492.0,12385
23103,6.19,2,15492.0,12385
23110,6.19,1,15492.0,12385
23111,6.19,1,15492.0,12385
23112,6.19,1,15492.0,12385
23118,6.19,1,15492.0,12385
23158,6.19,1,15492.0,12385
23165,6.19,2,15492.0,12385
23166,6.19,2,15492.0,12385
23168,6.19,2,15492.0,12385
23171,6.19,1,15492.0,12385
23172,6.19,1,15492.0,12385
23173,6.19,1,15492.0,12385
23175,6.19,1,15492.0,12385
23177,6.19,1,15492.0,12385
23183,6.19,3,15492.0,12385
23184,6.19,2,15492.0,12385
23188,6.19,1,15492.0,12385
